infiltration_mult,faulty_energy_kwh,fixed_energy_kwh,energy_savings_kwh,cost_savings_usd
0.5194637953041003,766014.5761778093,781300.8189328974,-15286.24275508814,-2292.936413263221
0.5364698141773747,766548.7278552605,781300.8189328974,-14752.091077636927,-2212.813661645539
0.5938875334151132,768356.0527690378,781300.8189328974,-12944.766163859633,-1941.7149245789449
0.5133912938959075,765823.9691393309,781300.8189328974,-15476.849793566507,-2321.527469034976
0.5151479427005343,765879.1008874935,781300.8189328974,-15421.718045403948,-2313.257706810592
0.5048126263993832,765554.811968714,781300.8189328974,-15746.006964183412,-2361.901044627512
0.5011356666867237,765439.4879542752,781300.8189328974,-15861.330978622194,-2379.199646793329
0.5526741437791047,767058.186859255,781300.8189328974,-14242.632073642453,-2136.394811046368
0.554433642316892,767113.5335002763,781300.8189328974,-14187.285432621138,-2128.0928148931707
0.5131396159528944,765816.0707836858,781300.8189328974,-15484.748149211635,-2322.712222381745
0.5181887335831146,765974.5482549238,781300.8189328974,-15326.270677973633,-2298.9406016960447
0.5223119966264709,766104.0002657578,781300.8189328974,-15196.818667139625,-2279.5228000709435
0.5321298685685898,766412.3620947399,781300.8189328974,-14888.456838157494,-2233.268525723624
0.5051923182351927,765566.7220185136,781300.8189328974,-15734.096914383816,-2360.114537157572
0.5535392900677244,767085.400129917,781300.8189328974,-14215.41880298045,-2132.312820447067
0.5341982681875678,766477.3491705386,781300.8189328974,-14823.469762358814,-2223.5204643538223
0.5851362321291562,768080.2079047257,781300.8189328974,-13220.611028171727,-1983.091654225759
0.5133285469028261,765821.9999543801,781300.8189328974,-15478.818978517316,-2321.8228467775975
0.5038799413871712,765525.5569299576,781300.8189328974,-15775.262002939824,-2366.2893004409734
0.6934045874697404,771502.3849452005,781300.8189328974,-9798.433987696888,-1469.7650981545332
0.5398588993190903,766655.2403177385,781300.8189328974,-14645.578615158913,-2196.8367922738366
0.5111323779905028,765753.0822145421,781300.8189328974,-15547.736718355329,-2332.160507753299
0.5111783678451369,765754.5253262941,781300.8189328974,-15546.293606603285,-2331.944040990493
0.5315949398243149,766395.5564203819,781300.8189328974,-14905.262512515532,-2235.7893768773297
0.525966722014682,766218.7681795196,781300.8189328974,-15082.050753377844,-2262.3076130066765
0.5886010187790564,768189.4031613307,781300.8189328974,-13111.41577156668,-1966.712365735002
0.5790538268539702,767888.5684062038,781300.8189328974,-13412.25052669365,-2011.8375790040473
0.5019239190150493,765464.2085834519,781300.8189328974,-15836.610349445487,-2375.491552416823
0.5011135468197994,765438.7942657811,781300.8189328974,-15862.024667116348,-2379.303700067452
0.5435417824753135,766771.0098773926,781300.8189328974,-14529.809055504855,-2179.471358325728
0.586816245343686,768133.1520545771,781300.8189328974,-13167.666878320277,-1975.1500317480413
0.5513988361603767,767018.0743792437,781300.8189328974,-14282.744553653756,-2142.4116830480634
0.500016524503047,765404.3921432582,781300.8189328974,-15896.426789639168,-2384.4640184458754
0.5234934803675184,766141.0992792916,781300.8189328974,-15159.719653605833,-2273.9579480408747
0.5705416388232911,767620.4845152216,781300.8189328974,-13680.334417675855,-2052.0501626513783
0.5434798899217705,766769.0641122381,781300.8189328974,-14531.754820659291,-2179.7632230988934
0.5164903796459079,765921.2365585844,781300.8189328974,-15379.582374313031,-2306.9373561469547
0.538304796460616,766606.3952534221,781300.8189328974,-14694.423679475323,-2204.163551921298
0.5342520408202531,766479.0387583062,781300.8189328974,-14821.78017459123,-2223.267026188684
0.5214899622515363,766078.1895931851,781300.8189328974,-15222.629339712323,-2283.394400956848
0.5410395847260002,766692.3518864256,781300.8189328974,-14608.467046471778,-2191.2700569707667
0.5532256773470325,767075.5352543388,781300.8189328974,-14225.283678558655,-2133.792551783798
0.5393130251875772,766638.0831279134,781300.8189328974,-14662.735804983997,-2199.4103707475992
0.5540294304096292,767100.8181511142,781300.8189328974,-14200.000781783252,-2130.000117267488
0.5597954510832104,767282.2285425692,781300.8189328974,-14018.590390328201,-2102.78855854923
0.5173682721945103,765948.7931339296,781300.8189328974,-15352.025798967807,-2302.803869845171
0.5027996178879643,765491.6729841469,781300.8189328974,-15809.145948750549,-2371.371892312582
0.5727470666715093,767689.9300615427,781300.8189328974,-13610.88887135475,-2041.6333307032123
0.5092252200227103,765693.2410452899,781300.8189328974,-15607.577887607506,-2341.1366831411256
0.5134083964662878,765824.505869811,781300.8189328974,-15476.31306308636,-2321.446959462954
0.5386332202921705,766616.7171665234,781300.8189328974,-14684.101766373962,-2202.615264956094
0.557453623167278,767208.5427865867,781300.8189328974,-14092.27614631073,-2113.8414219466094
0.5575609667109727,767211.9201432891,781300.8189328974,-14088.898789608269,-2113.3348184412403
0.5044202211155882,765542.503403916,781300.8189328974,-15758.315528981388,-2363.747329347208
0.5371731320983604,766570.8300803372,781300.8189328974,-14729.988852560171,-2209.4983278840255
0.5677351882978539,767532.126312553,781300.8189328974,-13768.69262034446,-2065.303893051669
0.5008262070461604,765429.7832057202,781300.8189328974,-15871.035727177165,-2380.6553590765748
0.5043846643498962,765541.3881088726,781300.8189328974,-15759.430824024836,-2363.9146236037254
0.5045048459483399,765545.1578062127,781300.8189328974,-15755.661126684747,-2363.3491690027117
0.5058009369296129,765585.8135193101,781300.8189328974,-15715.005413587322,-2357.250812038098
0.5904778533473478,768248.5619047178,781300.8189328974,-13052.257028179592,-1957.8385542269389
0.5738299800543762,767724.0325378777,781300.8189328974,-13576.786395019735,-2036.5179592529603
0.5078306182738177,765649.4866381502,781300.8189328974,-15651.332294747233,-2347.699844212085
0.5046596313779881,765550.0129459342,781300.8189328974,-15750.805986963212,-2362.6208980444817
0.6246369432011155,769326.3675393579,781300.8189328974,-11974.451393539552,-1796.1677090309327
0.5257171658624147,766210.9306896806,781300.8189328974,-15089.888243216788,-2263.4832364825184
0.5445755854537002,766803.5113624566,781300.8189328974,-14497.307570440811,-2174.5961355661216
0.6151221697110689,769025.944489486,781300.8189328974,-12274.874443411361,-1841.2311665117043
0.5618115478589859,767345.6730594242,781300.8189328974,-13955.145873473259,-2093.2718810209885
0.5052940162566486,765569.9120921643,781300.8189328974,-15730.906840733136,-2359.6360261099703
0.5238568398824017,766152.5094076575,781300.8189328974,-15148.309525239863,-2272.2464287859793
0.5901816811861186,768239.2259951751,781300.8189328974,-13061.592937722337,-1959.2389406583504
0.5222492817187098,766102.0310668589,781300.8189328974,-15198.787866038503,-2279.818179905775
0.5194853821672256,766015.2538789866,781300.8189328974,-15285.565053910832,-2292.834758086625
0.5625799567270993,767369.8560310367,781300.8189328974,-13930.962901860708,-2089.6444352791063
0.5779916216867802,767855.1080968564,781300.8189328974,-13445.71083604102,-2016.856625406153
0.5046545292635536,765549.8529053892,781300.8189328974,-15750.966027508257,-2362.6449041262385
0.5155531328330953,765891.8184246481,781300.8189328974,-15409.000508249272,-2311.3500762373906
0.5978821421510732,768482.0099819937,781300.8189328974,-12818.808950903709,-1922.8213426355562
0.5378764004831031,766592.9316433441,781300.8189328974,-14707.887289553299,-2206.1830934329946
0.5680644169970726,767542.491006349,781300.8189328974,-13758.32792654843,-2063.7491889822645
0.5287964240043033,766307.6448992341,781300.8189328974,-14993.174033663352,-2248.9761050495026
0.5209605948213879,766061.5688818444,781300.8189328974,-15239.250051053008,-2285.887507657951
0.5089658941069535,765685.104653162,781300.8189328974,-15615.71427973546,-2342.357141960319
0.5092785916018152,765694.9156044404,781300.8189328974,-15605.903328457032,-2340.8854992685547
0.5631413017378591,767387.5230659065,781300.8189328974,-13913.295866990928,-2086.994380048639
0.5770274897348995,767824.7389198192,781300.8189328974,-13476.080013078172,-2021.4120019617258
0.5463328033108508,766858.760550865,781300.8189328974,-14442.05838203244,-2166.3087573048656
0.5607399941944478,767311.9514444371,781300.8189328974,-13988.867488460266,-2098.3301232690396
0.5059034811969858,765589.0302542965,781300.8189328974,-15711.788678600919,-2356.7683017901377
0.5006459369557141,765424.1299638578,781300.8189328974,-15876.688969039591,-2381.5033453559386
0.6128534026351271,768954.3332275692,781300.8189328974,-12346.485705328174,-1851.972855799226
0.5675015415629814,767524.7708208342,781300.8189328974,-13776.048112063203,-2066.4072168094804
0.5505216647841373,766990.4862560768,781300.8189328974,-14310.332676820573,-2146.5499015230857
0.5079917664848166,765654.5423395187,781300.8189328974,-15646.276593378745,-2346.9414890068115
0.5435453590552204,766771.1223167782,781300.8189328974,-14529.69661611924,-2179.454492417886
0.506025692309726,765592.863950187,781300.8189328974,-15707.95498271042,-2356.193247406563
0.5463797001122532,766860.2351248903,781300.8189328974,-14440.583808007068,-2166.08757120106
0.5848518752772681,768071.247147107,781300.8189328974,-13229.57178579038,-1984.435767868557
0.5034743475003536,765512.8353785386,781300.8189328974,-15787.983554358827,-2368.1975331538238
0.5523126061390595,767046.8150528398,781300.8189328974,-14254.0038800576,-2138.10058200864
0.5309147702403818,766374.1885192756,781300.8189328974,-14926.63041362178,-2238.994562043267
0.5784568034131419,767869.7614457986,781300.8189328974,-13431.05748709885,-2014.6586230648272
0.5529692778969943,767067.4701835158,781300.8189328974,-14233.348749381606,-2135.002312407241
0.5507213590669513,766996.7667637025,781300.8189328974,-14304.05216919491,-2145.6078253792366
0.6021152892685986,768615.5197408319,781300.8189328974,-12685.29919206549,-1902.7948788098233
0.5246493837168436,766177.397517298,781300.8189328974,-15123.421415599412,-2268.5132123399117
0.5587200424155869,767248.3895189521,781300.8189328974,-14052.429413945298,-2107.8644120917947
0.5196580438063788,766020.6744692642,781300.8189328974,-15280.144463633187,-2292.021669544978
0.5193102418191406,766009.755529889,781300.8189328974,-15291.06340300839,-2293.6595104512585
0.5263735016311839,766231.543621763,781300.8189328974,-15069.275311134406,-2260.391296670161
0.5006800530539772,765425.1998327164,781300.8189328974,-15875.619100181037,-2381.3428650271553
0.5281856414905801,766288.4598987175,781300.8189328974,-15012.359034179943,-2251.853855126991
0.5123734659619439,765792.0275804439,781300.8189328974,-15508.791352453525,-2326.3187028680286
0.5554857133715703,767146.6300309834,781300.8189328974,-14154.18890191405,-2123.1283352871073
0.5513146606047995,767015.4268952067,781300.8189328974,-14285.392037690734,-2142.80880565361
0.5417004778929017,766713.1263301129,781300.8189328974,-14587.69260278449,-2188.153890417673
0.6053944025793917,768718.9620005948,781300.8189328974,-12581.856932302588,-1887.278539845388
0.5334926514571371,766455.1785132741,781300.8189328974,-14845.640419623349,-2226.846062943502
0.5246845072694472,766178.5005194125,781300.8189328974,-15122.318413484958,-2268.3477620227436
0.5572004663822963,767200.577785041,781300.8189328974,-14100.24114785646,-2115.036172178469
0.5251710197465638,766193.7789823904,781300.8189328974,-15107.039950506995,-2266.055992576049
0.5463775861369742,766860.1686547359,781300.8189328974,-14440.650278161513,-2166.0975417242266
0.5743708602688251,767741.0664106557,781300.8189328974,-13559.752522241673,-2033.962878336251
0.6202292745933006,769187.1782492708,781300.8189328974,-12113.64068362664,-1817.0461025439959
0.5210988290901123,766065.9090157227,781300.8189328974,-15234.909917174722,-2285.236487576208
0.5667522501282051,767501.1828613891,781300.8189328974,-13799.636071508285,-2069.9454107262427
0.5404997007094658,766675.3818150648,781300.8189328974,-14625.437117832596,-2193.8155676748893
0.5028435357887527,765493.0504105579,781300.8189328974,-15807.768522339524,-2371.1652783509285
0.525615459314851,766207.7365617811,781300.8189328974,-15093.082371116267,-2263.96235566744
0.5126150627893834,765799.6092192816,781300.8189328974,-15501.209713615826,-2325.181457042374
0.5642244235387956,767421.6134213392,781300.8189328974,-13879.205511558219,-2081.8808267337326
0.5835852999514154,768031.3361065432,781300.8189328974,-13269.482826354215,-1990.4224239531322
0.5236449568828363,766145.8558784482,781300.8189328974,-15154.963054449181,-2273.244458167377
0.5196938117370409,766021.7973846219,781300.8189328974,-15279.021548275487,-2291.853232241323
0.5057675086214727,765584.7649055023,781300.8189328974,-15716.05402739509,-2357.4081041092636
0.5012010933736284,765441.5397789526,781300.8189328974,-15859.279153944808,-2378.891873091721
0.533054587734705,766441.4148971471,781300.8189328974,-14859.40403575031,-2228.9106053625464
0.5091574696873743,765691.1153561033,781300.8189328974,-15609.703576794127,-2341.455536519119
0.6118037033785112,768921.2036510141,781300.8189328974,-12379.615281883278,-1856.9422922824915
0.5580339237684966,767226.8010611269,781300.8189328974,-14074.017871770542,-2111.102680765581
0.5497147924077175,766965.1103486946,781300.8189328974,-14335.708584202803,-2150.3562876304204
0.5230237483871193,766126.3492216355,781300.8189328974,-15174.469711261918,-2276.1704566892877
0.5375852116065527,766583.7803592745,781300.8189328974,-14717.038573622936,-2207.5557860434405
0.5737387147370996,767721.158383203,781300.8189328974,-13579.66054969444,-2036.9490824541658
0.5236522325369679,766146.0843474615,781300.8189328974,-15154.734585435945,-2273.2101878153917
0.6134504842482409,768973.1786019827,781300.8189328974,-12327.640330914757,-1849.1460496372135
0.5012251850806713,765442.2953124099,781300.8189328974,-15858.52362048754,-2378.778543073131
0.5679049694658127,767537.4712938784,781300.8189328974,-13763.347639019019,-2064.5021458528527
0.500164341385225,765409.0274850378,781300.8189328974,-15891.791447859607,-2383.7687171789407
0.5079606151347364,765653.5650256288,781300.8189328974,-15647.253907268634,-2347.088086090295
0.5165244113190623,765922.304762969,781300.8189328974,-15378.514169928385,-2306.7771254892577
0.5779095750480749,767852.523647091,781300.8189328974,-13448.295285806409,-2017.2442928709613
0.5277924176540671,766276.1088879793,781300.8189328974,-15024.710044918116,-2253.7065067377175
0.5008709232930767,765431.1855118292,781300.8189328974,-15869.633421068196,-2380.4450131602293
0.5175567658876622,765954.7100377313,781300.8189328974,-15346.108895166079,-2301.9163342749116
0.508609866596951,765673.9344349741,781300.8189328974,-15626.88449792331,-2344.0326746884966
0.5001451736050115,765408.4264082345,781300.8189328974,-15892.392524662893,-2383.8588786994337
0.5521235251952954,767040.8677951741,781300.8189328974,-14259.951137723285,-2138.9926706584924
0.5188728082128609,765996.0229966468,781300.8189328974,-15304.795936250594,-2295.719390437589
0.5108749476712231,765745.0043979418,781300.8189328974,-15555.814534955658,-2333.372180243349
0.6434272132552796,769920.1275810474,781300.8189328974,-11380.691351850051,-1707.1037027775076
0.505508515484027,765576.6405915025,781300.8189328974,-15724.178341394872,-2358.626751209231
0.5564825466672124,767177.9907052724,781300.8189328974,-14122.828227624996,-2118.4242341437493
0.5502695538433873,766982.5573113097,781300.8189328974,-14318.261621587677,-2147.7392432381516
0.5140073162916293,765843.3021255113,781300.8189328974,-15457.51680738607,-2318.6275211079105
0.5269759475986481,766250.464778085,781300.8189328974,-15050.354154812405,-2257.5531232218605
0.5611693627999893,767325.4633540097,781300.8189328974,-13975.355578887742,-2096.303336833161
0.5077266839246379,765646.2259303711,781300.8189328974,-15654.593002526322,-2348.1889503789484
0.5899253639424766,768231.1465141011,781300.8189328974,-13069.672418796341,-1960.450862819451
0.512636225415632,765800.2733377953,781300.8189328974,-15500.545595102129,-2325.081839265319
0.5501618863180596,766979.1711784602,781300.8189328974,-14321.647754437174,-2148.247163165576
0.531854194081032,766403.701256692,781300.8189328974,-14897.117676205467,-2234.56765143082
0.525259573875788,766196.5599860474,781300.8189328974,-15104.258946849965,-2265.638842027495
0.5983486616554807,768496.7220375756,781300.8189328974,-12804.096895321854,-1920.6145342982782
0.5227407838907554,766117.4640487924,781300.8189328974,-15183.354884105036,-2277.503232615755
0.6182873158750015,769125.8642420672,781300.8189328974,-12174.9546908302,-1826.24320362453
0.57001038717831,767603.7575183987,781300.8189328974,-13697.06141449872,-2054.5592121748077
0.5082750757733349,765663.4307176361,781300.8189328974,-15637.388215261279,-2345.6082322891916
0.5464990540974397,766863.9879785,781300.8189328974,-14436.830954397446,-2165.524643159617
0.5433096531436981,766763.7122833235,781300.8189328974,-14537.106649573892,-2180.5659974360838
0.6161765283254339,769059.2273194387,781300.8189328974,-12241.591613458702,-1836.2387420188054
0.5293821567118446,766326.0437065011,781300.8189328974,-14974.775226396276,-2246.216283959441
0.631782550206884,769552.0907298381,781300.8189328974,-11748.72820305929,-1762.3092304588936
0.5610040130626541,767320.2598817783,781300.8189328974,-13980.55905111914,-2097.083857667871
0.5649225166306786,767443.58643583,781300.8189328974,-13857.232497067424,-2078.5848745601133
0.5488583729834706,766938.1774879254,781300.8189328974,-14362.641444972018,-2154.3962167458026
0.5147572793804249,765866.8395798017,781300.8189328974,-15433.979353095754,-2315.096902964363
0.5755117048122949,767776.9966037619,781300.8189328974,-13523.822329135495,-2028.5733493703242
0.507202139093468,765629.769816886,781300.8189328974,-15671.04911601136,-2350.657367401704
0.5035592387339178,765515.4979869697,781300.8189328974,-15785.320945927757,-2367.7981418891636
0.54163822081992,766711.1693144179,781300.8189328974,-14589.64961847954,-2188.447442771931
0.5746327684152687,767749.3148404639,781300.8189328974,-13551.50409243349,-2032.7256138650234
0.5069668997447696,765622.3900108323,781300.8189328974,-15678.428922065068,-2351.76433830976
0.5215548339086803,766080.2264217909,781300.8189328974,-15220.592511106515,-2283.0888766659773
0.6460503790010279,770003.06724195,781300.8189328974,-11297.75169094745,-1694.6627536421177
0.6892031309332527,771369.2019988073,781300.8189328974,-9931.616934090154,-1489.742540113523
0.5425968317000824,766741.3034872902,781300.8189328974,-14559.515445607249,-2183.9273168410873
0.568660236189714,767561.24892894,781300.8189328974,-13739.570003957371,-2060.9355005936054
0.5813262484310862,767960.1582782381,781300.8189328974,-13340.660654659267,-2001.0990981988898
0.5413236061610114,766701.2796865343,781300.8189328974,-14599.5392463631,-2189.9308869544648
0.5089852891572748,765685.7131717437,781300.8189328974,-15615.10576115374,-2342.265864173061
0.5049872446001331,765560.2893026682,781300.8189328974,-15740.529630229226,-2361.079444534384
0.510770678030578,765741.7325921213,781300.8189328974,-15559.086340776063,-2333.8629511164095
0.6574238133974543,770362.8136823477,781300.8189328974,-10938.005250549759,-1640.7007875824638
0.6105290273707848,768880.9762107298,781300.8189328974,-12419.84272216761,-1862.9764083251414
0.5065434906486246,765609.1072937149,781300.8189328974,-15691.711639182526,-2353.7567458773788
0.5466514119114585,766868.7786119602,781300.8189328974,-14432.040320937173,-2164.806048140576
0.5075780293543881,765641.5622637118,781300.8189328974,-15659.25666918559,-2348.888500377838
0.634637768191629,769642.3096142269,781300.8189328974,-11658.50931867049,-1748.7763978005735
0.5494516794008206,766956.8357745603,781300.8189328974,-14343.983158337069,-2151.5974737505603
0.5277467389310322,766274.674157178,781300.8189328974,-15026.144775719382,-2253.9217163579074
0.5099298115723325,765715.3483409673,781300.8189328974,-15585.47059193009,-2337.8205887895133
0.5116192203425678,765768.3590028177,781300.8189328974,-15532.459930079756,-2329.8689895119633
0.5556231139390836,767150.9525865313,781300.8189328974,-14149.866346366121,-2122.4799519549183
0.5219500961525289,766092.6369723354,781300.8189328974,-15208.181960562011,-2281.227294084302
0.5104225081060387,765730.8077508383,781300.8189328974,-15570.011182059068,-2335.50167730886
0.5696283386578337,767591.7286447013,781300.8189328974,-13709.090288196108,-2056.3635432294163
0.5020529033641046,765468.2538088483,781300.8189328974,-15832.565124049084,-2374.8847686073627
0.5738342887457952,767724.1682287527,781300.8189328974,-13576.650704144733,-2036.49760562171
0.5222544346135536,766102.1928620754,781300.8189328974,-15198.626070822007,-2279.793910623301
0.5322736553721416,766416.8794801937,781300.8189328974,-14883.939452703693,-2232.590917905554
0.5925402075099356,768313.5755674625,781300.8189328974,-12987.24336543493,-1948.0865048152393
0.6010535226330787,768582.0295527861,781300.8189328974,-12718.789380111266,-1907.81840701669
0.5018167190373567,765460.8465836119,781300.8189328974,-15839.972349285497,-2375.9958523928244
0.5371167132338366,766569.057045713,781300.8189328974,-14731.76188718446,-2209.764283077669
0.564793153490526,767439.5145686251,781300.8189328974,-13861.304364272277,-2079.1956546408414
0.5025878987454556,765485.032744691,781300.8189328974,-15815.786188206403,-2372.3679282309604
0.5332577152155538,766447.796959988,781300.8189328974,-14853.021972909453,-2227.953295936418
0.6055704505604781,768724.5161142121,781300.8189328974,-12576.302818685304,-1886.4454228027955
0.5664682556870415,767492.2428799364,781300.8189328974,-13808.576052961056,-2071.2864079441583
0.6457844726632732,769994.6592263049,781300.8189328974,-11306.15970659256,-1695.923955988884
0.5021297437214552,765470.6637036718,781300.8189328974,-15830.155229225638,-2374.5232843838457
0.5576275668560384,767214.0155976358,781300.8189328974,-14086.803335261648,-2113.020500289247
0.5189380591859227,765998.0714244959,781300.8189328974,-15302.747508401517,-2295.4121262602275
0.5059943754196216,765591.8815508184,781300.8189328974,-15708.937382078962,-2356.3406073118445
0.5229570911177724,766124.2561477653,781300.8189328974,-15176.56278513209,-2276.4844177698133
0.6034722612375536,768658.3241900331,781300.8189328974,-12642.494742864277,-1896.3742114296415
0.5403973014603661,766672.1631775569,781300.8189328974,-14628.655755340471,-2194.2983633010704
0.5031271263799437,765501.9449397891,781300.8189328974,-15798.873993108282,-2369.8310989662423
0.5904145692805497,768246.5670571154,781300.8189328974,-13054.251875782036,-1958.1377813673053
0.6024378947046306,768625.6957400279,781300.8189328974,-12675.123192869476,-1901.2684789304212
0.5666314700782349,767497.3807570243,781300.8189328974,-13803.438175873132,-2070.5157263809697
0.5182501137303726,765976.475092501,781300.8189328974,-15324.343840396381,-2298.651576059457
0.5700915265206186,767606.3122410352,781300.8189328974,-13694.506691862247,-2054.176003779337
0.5049904663053087,765560.390360401,781300.8189328974,-15740.4285724964,-2361.06428587446
0.5771667867360224,767829.1265302539,781300.8189328974,-13471.6924026435,-2020.753860396525
0.5670694792222006,767511.1692203038,781300.8189328974,-13789.649712593644,-2068.4474568890464
0.6107260511914009,768887.1938877263,781300.8189328974,-12413.625045171124,-1862.0437567756685
0.5962580566794082,768430.7962143945,781300.8189328974,-12870.022718502907,-1930.503407775436
0.51966933562966,766021.0289696256,781300.8189328974,-15279.789963271818,-2291.9684944907726
0.5384812095970465,766611.9396545097,781300.8189328974,-14688.879278387758,-2203.3318917581637
0.5226705247908299,766115.2579106615,781300.8189328974,-15185.561022235896,-2277.834153335384
