infiltration_mult,faulty_energy_kwh,fixed_energy_kwh,energy_savings_kwh,cost_savings_usd
0.526954905437429,766249.803891812,781300.8189328974,-15051.015041085426,-2257.652256162814
0.5225660464908223,766111.9773100965,781300.8189328974,-15188.841622800916,-2278.3262434201374
0.5012718217924366,765443.7578771176,781300.8189328974,-15857.061055779806,-2378.5591583669707
0.5791455671430917,767891.4583929064,781300.8189328974,-13409.36053999106,-2011.4040809986589
0.5232622255770335,766133.8375950812,781300.8189328974,-15166.981337816222,-2275.047200672433
0.5400327766236641,766660.7055066137,781300.8189328974,-14640.1134262837,-2196.017013942555
0.5837583955460118,768036.7903489465,781300.8189328974,-13264.028583950945,-1989.6042875926416
0.5568350818038625,767189.0819957892,781300.8189328974,-14111.736937108217,-2116.7605405662325
0.5858921828183701,768104.0304071183,781300.8189328974,-13196.78852577915,-1979.5182788668724
0.5040693114936551,765531.496670525,781300.8189328974,-15769.322262372356,-2365.3983393558533
0.5924907273724096,768312.0156654462,781300.8189328974,-12988.803267451236,-1948.3204901176853
0.5952872631288294,768400.1855361655,781300.8189328974,-12900.633396731922,-1935.0950095097883
0.5165651806636926,765923.5844633844,781300.8189328974,-15377.23446951306,-2306.585170426959
0.502240578652241,765474.1397636671,781300.8189328974,-15826.67916923028,-2374.001875384542
0.5100687271123632,765719.7070667385,781300.8189328974,-15581.111866158899,-2337.166779923835
0.5214844316709434,766078.0159457996,781300.8189328974,-15222.802987097763,-2283.4204480646645
0.5032180014824373,765504.7951753254,781300.8189328974,-15796.023757572053,-2369.403563635808
0.6525105598323401,770207.377663063,781300.8189328974,-11093.44126983441,-1664.0161904751615
0.5579709745378465,767224.8204294321,781300.8189328974,-14075.998503465322,-2111.3997755197984
